,rank,name,scores_overall,record_type,url,location,stats_number_students,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,website_url,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,member_level,nid,stats_student_staff_ratio
27,28,Northwestern University,83.2,private,/world-university-rankings/northwestern-university,United States,"18,894",18%,52 : 48,Northwestern University,"Civil Engineering,Medicine & Dentistry,Sport Science,Law,Economics & Econometrics,Archaeology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Communication & Media Studies,History, Philosophy & Theology,Mathematics & Statistics,Business & Management,Architecture,Biological Sciences,Geography,Languages, Literature & Linguistics,Chemical Engineering,Psychology,Computer Science,Chemistry,Accounting & Finance,General Engineering,Physics & Astronomy,Education,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sociology,Politics & International Studies (incl Development Studies)",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-44947751,-1.2729184384915626,1.8318176234321846,-1.2049287364020158,1.977160856108563,-1.2855169672376736,1.4194686603327138,-1.2730887418695418,1.7431989124234226,-1.3890652040837999,0.25515377768549824,-0.36816258641245064,-0.2172370253921871,-0.5661805994022842,-0.5106418800532834
29,=30,University of Edinburgh,82.5,master_account,/world-university-rankings/university-edinburgh,United Kingdom,"33,940",46%,61 : 39,University of Edinburgh,"Physics & Astronomy,Biological Sciences,Mathematics & Statistics,Sport Science,Other Health,Education,Medicine & Dentistry,Business & Management,Chemical Engineering,Architecture,Economics & Econometrics,Politics & International Studies (incl Development Studies),Sociology,Civil Engineering,Computer Science,General Engineering,Geography,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Chemistry,Veterinary Science,Accounting & Finance,Psychology,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Law,Art, Performing Arts & Design,Electrical & Electronic Engineering,Archaeology",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-61465682,-1.2671350838091247,1.7455152744226623,-1.1967825912664105,1.9182277066537852,-1.2782086766280847,1.364911316864905,-1.2308807200621597,0.3372148625920781,-0.45607543253924526,1.335775917150791,-1.1392270194791294,-0.2172370253921871,-0.5661302296761763,-0.7442456259600118
33,34,"University of California, San Diego",81.0,public,/world-university-rankings/university-california-san-diego,United States,"40,596",19%,45 : 55,"University of California, San Diego","Other Health,Physics & Astronomy,General Engineering,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Communication & Media Studies,Languages, Literature & Linguistics,Computer Science,Civil Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Business & Management,Mathematics & Statistics,Chemical Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Accounting & Finance,Chemistry,Electrical & Electronic Engineering,Psychology,Education,Sociology,History, Philosophy & Theology",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-62118223,-1.255568374444249,1.4920021242071897,-1.1723441558595944,1.959027579353247,-1.2830808703678105,1.407344806228756,-1.2618332693875733,1.757946996862213,-1.518207856077255,0.17321086663599689,-0.29710886732439495,-0.2172370253921871,-0.5661453405940087,-0.6712444553641591
35,36,Georgia Institute of Technology,80.0,public,/world-university-rankings/georgia-institute-technology,United States,"32,079",29%,34 : 66,Georgia Institute of Technology,"Chemical Engineering,Other Health,Languages, Literature & Linguistics,Physics & Astronomy,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Biological Sciences,Geography,Communication & Media Studies,Architecture,Art, Performing Arts & Design,Sociology,General Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Economics & Econometrics,Business & Management,Mathematics & Statistics,Chemistry,Psychology,Civil Engineering,History, Philosophy & Theology",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-55860137,-1.249785019761811,1.3517608070667153,-1.151978793020581,1.9816941752973924,-1.2879530641075365,1.1951773594094979,-1.154906280808872,1.4924814769639867,-1.1966690082568154,0.7109612203983465,-0.6971149895978938,-0.2172370253921871,-0.5661906733475057,1.6647930037031264
36,37,University of Melbourne,79.2,master_account,/world-university-rankings/university-melbourne,Australia,"51,307",47%,58 : 42,University of Melbourne UniMelb Australia,"Other Health,Economics & Econometrics,Biological Sciences,Electrical & Electronic Engineering,Civil Engineering,Accounting & Finance,Chemical Engineering,Mathematics & Statistics,Sociology,Archaeology,Computer Science,Geography,Languages, Literature & Linguistics,Law,Physics & Astronomy,General Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Sport Science,Business & Management,History, Philosophy & Theology,Chemistry,Architecture,Education,Medicine & Dentistry,Veterinary Science,Agriculture & Forestry,Communication & Media Studies,Psychology,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering",False,False,False,https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-84190491,-1.2468933424205921,1.4272753624500476,-1.1641980107239889,1.8683611955766655,-1.270900386018496,0.9527002773303459,-0.9607493804949144,1.6743745183757344,-1.2994560169863,1.1155543437052575,-0.9602769121462482,-0.2172370253921871,-0.5661251927035655,1.241386214247181
40,41,University of British Columbia,78.0,master_account,/world-university-rankings/university-british-columbia,Canada,"58,987",34%,55 : 45,University of British Columbia,"Business & Management,Economics & Econometrics,Geography,Education,Civil Engineering,Archaeology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Communication & Media Studies,Art, Performing Arts & Design,Chemistry,Physics & Astronomy,Psychology,Mechanical & Aerospace Engineering,Accounting & Finance,Other Health,Agriculture & Forestry,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Biological Sciences,Languages, Literature & Linguistics,Sociology,Chemical Engineering,Electrical & Electronic Engineering,Law,Mathematics & Statistics,Sport Science,General Engineering,Architecture,Medicine & Dentistry",False,False,False,https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-91511981,-1.2353266330557162,1.303215735748859,-1.1458691841688768,1.877427833954323,-1.2733364828883589,0.9769479855382615,-0.9832603254588516,0.6125124387828312,-0.71963186517895,1.233347278338915,-1.0681733003910736,-0.2172370253921871,-0.5662007472927273,0.4091728694544602
41,42,University of Illinois at Urbana-Champaign,77.9,public,/world-university-rankings/university-illinois-urbana-champaign,United States,"50,250",23%,51 : 49,University of Illinois at Urbana-Champaign,"Computer Science,Mathematics & Statistics,Education,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Physics & Astronomy,Accounting & Finance,Languages, Literature & Linguistics,Biological Sciences,Psychology,General Engineering,Chemistry,Business & Management,Art, Performing Arts & Design,Civil Engineering,Politics & International Studies (incl Development Studies),Archaeology,Veterinary Science,Law,Medicine & Dentistry,Sport Science,Sociology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Communication & Media Studies,Other Health,Agriculture & Forestry,Geography",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-24020534,-1.2324349557144973,1.6807885126655202,-1.188636446130805,2.0995604742069482,-1.2928252578472623,0.6556658517833852,-0.7356399308555434,1.035290859361487,-0.9779171691658605,-0.354296623245165,0.12395020875297223,-0.2172370253921871,-0.5661554145392302,0.4383733376928017
45,46,London School of Economics and Political Science,76.8,master_account,/world-university-rankings/london-school-economics-and-political-science,United Kingdom,"11,945",72%,56 : 44,London School of Economics and Political Science,"History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Geography,Economics & Econometrics,Accounting & Finance,Languages, Literature & Linguistics,Law,Sociology,Geology, Environmental, Earth & Marine Sciences,Psychology,Business & Management,Mathematics & Statistics,Communication & Media Studies",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-89868061,-1.2208682463496214,1.1413988313560042,-1.1234672850459622,1.7368949391006219,-1.2489755141897294,1.2739824110852231,-1.1858588301342856,-0.4100214156399647,0.3635850729702362,1.1872543908735704,-1.031330631234304,-0.2172370253921871,-0.5660748229774578,-0.583643050649136
48,49,McGill University,76.0,master_account,/world-university-rankings/mcgill-university,Canada,"30,821",29%,61 : 39,McGill University,"Electrical & Electronic Engineering,Communication & Media Studies,Archaeology,Biological Sciences,Geography,Art, Performing Arts & Design,Civil Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,History, Philosophy & Theology,Sport Science,Law,Computer Science,Mathematics & Statistics,Education,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Business & Management,Medicine & Dentistry,Agriculture & Forestry,Sociology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Economics & Econometrics,Architecture,Chemical Engineering,Psychology",False,False,False,https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-09910272,-1.2121932143259646,1.2924279421226685,-1.1417961116010742,1.6824951088346727,-1.2392311267102776,0.8738952256546216,-0.9185413586875324,0.5830162699052502,-0.6906406575885824,1.1053114798240697,-0.9523820544697976,4.950983369403334,-0.5661705254570626,-0.6858446894833297
50,51,University of Manchester,75.6,master_account,/world-university-rankings/university-manchester,United Kingdom,"40,725",45%,56 : 44,University of Manchester,"Architecture,Mechanical & Aerospace Engineering,Economics & Econometrics,Other Health,Civil Engineering,Computer Science,Chemistry,Business & Management,Art, Performing Arts & Design,Biological Sciences,Geography,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Education,Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,General Engineering,Mathematics & Statistics,Sociology,Languages, Literature & Linguistics,Physics & Astronomy,Psychology,Chemical Engineering,Archaeology,Communication & Media Studies,Law",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-29944014,-1.2064098596435269,1.2438828708048122,-1.1397595753171728,1.4467625110155604,-1.222178448621237,1.13455808888971,-1.1070705227605055,0.435535425517347,-0.553591312615936,1.2640758699824775,-1.0997527310968762,2.6017922808599154,-0.566069786004847,-0.14563602707401996
51,52,University of Texas at Austin,75.5,public,/world-university-rankings/university-texas-austin,United States,"48,558",8%,55 : 45,University of Texas at Austin,"General Engineering,Law,Archaeology,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Other Health,Mathematics & Statistics,Psychology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemistry,Languages, Literature & Linguistics,Chemical Engineering,Education,Art, Performing Arts & Design,Computer Science,Geography,Medicine & Dentistry,Physics & Astronomy,Business & Management,Architecture,Sport Science,Sociology,Civil Engineering,Communication & Media Studies,Accounting & Finance,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-33268802,-1.2035181823023078,1.4920021242071897,-1.170307619575693,1.8366279612548617,-1.26602819227877,1.0072576207981554,-1.0085851385432807,0.8435657616572131,-0.8698590317835816,-1.2095757573243309,1.1213338952112357,-0.2172370253921871,-0.5661654884844518,-0.028834154120655844
53,54,Monash University,75.2,master_account,/world-university-rankings/monash-university,Australia,"58,460",38%,56 : 44,Monash University,"Electrical & Electronic Engineering,Mathematics & Statistics,Economics & Econometrics,General Engineering,Chemistry,Psychology,Medicine & Dentistry,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Business & Management,Architecture,Veterinary Science,Law,Languages, Literature & Linguistics,Civil Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemical Engineering,Communication & Media Studies,Other Health,Physics & Astronomy,Accounting & Finance,Mechanical & Aerospace Engineering,Sociology,Archaeology,Biological Sciences,Education,Art, Performing Arts & Design,Computer Science,Sport Science,Geography",False,False,False,https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-45738353,-1.19773482761987,0.9148551652060073,-1.0847730956518367,1.4784957453373642,-1.227050642360963,1.2315489217213713,-1.174603357652317,1.7431989124234226,-1.3943363327365939,1.0336114326557562,-0.8944864315091596,-0.2172370253921871,-0.5657222348947033,3.869428355697877
58,59,"University of California, Davis",74.1,public,/world-university-rankings/university-california-davis,United States,"37,926",18%,60 : 40,"University of California, Davis","Mathematics & Statistics,Architecture,History, Philosophy & Theology,Law,Civil Engineering,Chemical Engineering,Business & Management,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Sociology,Physics & Astronomy,Medicine & Dentistry,Mechanical & Aerospace Engineering,General Engineering,Archaeology,Geography,Veterinary Science,Other Health,Psychology,Biological Sciences,Chemistry,Accounting & Finance,Politics & International Studies (incl Development Studies),Computer Science,Communication & Media Studies,Education,Sport Science,Art, Performing Arts & Design,Agriculture & Forestry,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-62049829,-1.1832764409137753,1.367942497506001,-1.1560518655883836,1.4784957453373642,-1.229486739230826,0.7769043928229612,-0.8369391831932603,1.3400846044298205,-1.1334154644232863,0.39855387202212467,-0.48395383233372663,-0.2172370253921871,-0.566115118758344,-0.4814414118149421
66,67,Australian National University,72.6,master_account,/world-university-rankings/australian-national-university,Australia,"17,293",48%,52 : 48,Australian National University anu,"Communication & Media Studies,History, Philosophy & Theology,Psychology,Languages, Literature & Linguistics,Computer Science,Biological Sciences,Archaeology,Civil Engineering,Accounting & Finance,Mathematics & Statistics,Sociology,Electrical & Electronic Engineering,Law,Chemistry,Art, Performing Arts & Design,Other Health,Physics & Astronomy,Economics & Econometrics,Mechanical & Aerospace Engineering,Agriculture & Forestry,General Engineering,Politics & International Studies (incl Development Studies),Geography,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Business & Management",False,False,False,https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-78601931,-1.1601430221840237,0.9472185460845783,-1.0949557770713434,1.4875623837150223,-1.2343589329705518,0.7405328305110879,-0.808800501988339,0.8730619305347935,-0.893579110721155,1.2231044144577272,-1.0629100619401066,-0.2172370253921871,-0.5661201557309548,-0.21863719766987263
68,69,"University of California, Santa Barbara",72.1,public,/world-university-rankings/university-california-santa-barbara,United States,"25,540",18%,54 : 46,"University of California, Santa Barbara","Sociology,Geography,Chemistry,Mechanical & Aerospace Engineering,Biological Sciences,Education,Electrical & Electronic Engineering,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Psychology,Veterinary Science,Art, Performing Arts & Design,Languages, Literature & Linguistics,Archaeology,Chemical Engineering,Mathematics & Statistics,Accounting & Finance,Architecture,Physics & Astronomy,Economics & Econometrics,Computer Science,Communication & Media Studies",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-69587594,-1.1543596675015857,0.48873731697148964,-0.93814248321094,1.3379628504836627,-1.2026896736623336,1.364911316864905,-1.233694588182652,1.7284508279846325,-1.3521673035142412,0.6699897648735962,-0.6707987973430584,-0.2172370253921871,-0.5661352666487871,1.5917918331072736
71,72,University of North Carolina at Chapel Hill,71.2,public,/world-university-rankings/university-north-carolina-chapel-hill,United States,"30,782",8%,60 : 40,University of North Carolina at Chapel Hill,"Computer Science,Accounting & Finance,Art, Performing Arts & Design,Chemistry,Psychology,Physics & Astronomy,Languages, Literature & Linguistics,Sport Science,Sociology,Geography,Geology, Environmental, Earth & Marine Sciences,Business & Management,Agriculture & Forestry,Mathematics & Statistics,History, Philosophy & Theology,Other Health,Law,General Engineering,Education,Economics & Econometrics,Archaeology,Communication & Media Studies,Politics & International Studies (incl Development Studies),Biological Sciences,Medicine & Dentistry",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-95855921,-1.1456846354779289,1.3517608070667153,-1.1499422567366795,1.138496806175183,-1.1661482206143896,1.183053505305541,-1.1464646764473956,0.56826818546646,-0.6748272716302002,-1.0252042074629537,0.84238225730998,-0.2172370253921871,-0.5660949708679008,-1.2990545224884922
73,74,University of Southern California,70.8,private,/world-university-rankings/university-southern-california,United States,"44,083",24%,49 : 51,University of Southern California,"Mathematics & Statistics,Other Health,Physics & Astronomy,Languages, Literature & Linguistics,Psychology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Mechanical & Aerospace Engineering,Agriculture & Forestry,Archaeology,Business & Management,Chemistry,Computer Science,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Law,Geography,Chemical Engineering,Medicine & Dentistry,Sport Science,Sociology,Communication & Media Studies,General Engineering,Accounting & Finance,Education,Electrical & Electronic Engineering,Architecture,Civil Engineering,History, Philosophy & Theology,Biological Sciences",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-74975443,-1.1399012807954911,1.1252171409167189,-1.1193942124781593,1.0704970183427467,-1.1490955425253488,1.0981865265778374,-1.076117973435092,0.49944379141877226,-0.6115737277966711,0.17321086663599689,-0.2892140096479443,-0.2172370253921871,-0.5660345271965715,-0.35003930474240746
